Car_Name,Manufacturer,Year,Kms_Driven,Fuel_Type,Seller_Type,Transmission,No_Of_Owners,Present_Price,Selling_Price,Insurance
Mahindra Verito D4,Mahindra,2016,62012,Diesel,Individual,Manual,1,"7,35,000","2,30,000",No
Mahindra Verito D4,Mahindra,2017,45000,Diesel,Individual,Manual,1,"7,35,000","2,50,000",No
Mahindra Everito D2,Mahindra,2018,40158,Electric,Individual,Automatic,1,"14,38,000","4,50,000",Yes
Mahindra Everito D4,Mahindra,2019,65875,Electric,Individual,Automatic,1,"16,67,000","4,80,000",Yes
Mahindra Everito D6,Mahindra,2019,52945,Electric,Individual,Automatic,1,"14,78,000","6,00,000",Yes
Toyota Etios G,Toyota,2011,72000,Petrol,Individual,Manual,1,"6,99,000","3,20,000",No
Toyota Etios GD,Toyota,2011,85222,Diesel,Individual,Manual,1,"8,03,000","3,50,000",No
Toyota Etios VX,Toyota,2011,80569,Petrol,Individual,Manual,1,"8,55,000","3,90,000",No
Toyota Etios VX,Toyota,2011,98584,Diesel,Individual,Manual,1,"8,55,000","4,10,000",No
Toyota Etios G,Toyota,2012,85641,Petrol,Individual,Manual,1,"6,99,000","3,60,000",No
Toyota Etios GD,Toyota,2012,75896,Diesel,Individual,Manual,1,"8,03,000","3,90,000",No
Toyota Etios VX,Toyota,2012,70265,Petrol,Individual,Manual,1,"8,55,000","4,20,000",No
Toyota Etios VX,Toyota,2012,56482,Diesel,Individual,Manual,1,"8,55,000","4,30,000",No
Toyota Etios GD,Toyota,2013,81000,Diesel,Individual,Manual,1,"8,77,000","4,50,000",No
Toyota Etios GD SP,Toyota,2013,69000,Diesel,Individual,Manual,1,"9,46,000","4,80,000",No
Toyota Etios G,Toyota,2013,75000,Diesel,Individual,Manual,1,"7,86,000","4,15,000",No
Toyota Etios G SP,Toyota,2013,85614,Diesel,Individual,Manual,1,"7,60,000","3,80,000",No
Toyota Etios Exclusive ,Toyota,2013,75230,Diesel,Individual,Manual,1,"8,38,000","4,00,000",No
Toyota Etios Exclusive ,Toyota,2013,92050,Petrol,Individual,Manual,1,"7,11,000","3,30,000",No
Toyota Etios GD SP,Toyota,2014,45622,Diesel,Individual,Manual,1,"9,46,000","4,90,000",No
Toyota Etios G,Toyota,2014,73252,Diesel,Individual,Manual,1,"7,86,000","4,30,000",No
Toyota Etios G SP,Toyota,2014,89350,Diesel,Individual,Manual,1,"7,60,000","3,90,000",No
Toyota Etios Exclusive ,Toyota,2014,79012,Diesel,Individual,Manual,1,"8,38,000","4,10,000",No
Toyota Etios Exclusive ,Toyota,2014,80114,Petrol,Individual,Manual,1,"7,11,000","3,30,000",No
Toyota Etios GD SP,Toyota,2015,85440,Diesel,Individual,Manual,1,"9,46,000","5,20,000",No
Toyota Etios G,Toyota,2015,65892,Diesel,Individual,Manual,1,"7,86,000","4,40,000",No
Toyota Etios G SP,Toyota,2015,86001,Diesel,Individual,Manual,1,"7,60,000","4,10,000",No
Toyota Etios GD,Toyota,2016,65231,Diesel,Individual,Manual,1,"8,77,000","4,75,000",No
Toyota Etios G SP,Toyota,2016,75144,Diesel,Individual,Manual,1,"7,60,000","4,50,000",No
Toyota Etios VD,Toyota,2016,52054,Diesel,Individual,Manual,1,"9,80,000","6,30,000",No
Toyota Etios VD,Toyota,2016,95471,Diesel,Dealer,Manual,1,"9,80,000","6,35,000",No
Toyota Etios VD,Toyota,2016,85461,Diesel,Individual,Manual,1,"9,80,000","6,40,000",Yes
Toyota Etios GD,Toyota,2017,69452,Diesel,Individual,Manual,1,"9,58,000","5,30,000",No
Toyota Etios G,Toyota,2017,51024,Petrol,Individual,Manual,1,"8,29,000","5,00,000",No
Toyota Etios VXD,Toyota,2017,56254,Diesel,Individual,Manual,1,"10,61,000","6,90,000",No
Toyota Etios VX,Toyota,2017,73202,Petrol,Individual,Manual,1,"9,33,000","5,10,000",No
Toyota Etios GD,Toyota,2018,61000,Diesel,Individual,Manual,1,"9,58,000","5,40,000",No
Toyota Etios G,Toyota,2018,52644,Petrol,Individual,Manual,1,"8,29,000","5,20,000",No
Toyota Etios VXD,Toyota,2018,48217,Diesel,Individual,Manual,1,"10,61,000","7,20,000",No
Toyata Etios VX,Toyota,2018,40265,Petrol,Individual,Manual,1,"9,33,000","5,20,000",No
Toyota Etios GD,Toyota,2019,45000,Diesel,Individual,Manual,1,"9,58,000","5,55,000",No
Toyota Etios G,Toyota,2019,35425,Petrol,Individual,Manual,1,"8,29,000","5,30,000",No
Toyota Etios VXD,Toyota,2019,25981,Diesel,Individual,Manual,1,"10,61,000","7,50,000",No
Toyota Etios VX,Toyota,2019,39564,Petrol,Individual,Manual,1,"9,33,000","5,30,000",No
Toyota Etios VX,Toyota,2020,25654,Petrol,Individual,Manual,1,"9,33,000","6,00,000",No
Toyota Etios GD,Toyota,2020,39420,Diesel,Individual,Manual,1,"9,58,000","6,10,000",No
Toyota Etios G,Toyota,2020,50512,Petrol,Individual,Manual,1,"8,29,000","5,60,000",No
Toyota Etios VXD,Toyota,2020,46447,Diesel,Individual,Manual,1,"10,61,000","7,90,000",No
Toyota Etios Liva GD,Toyota,2011,89000,Diesel,Individual,Manual,1,"6,96,000","3,30,000",No
Toyota Etios Liva VX,Toyota,2011,85640,Petrol,Individual,Manual,1,"7,46,000","3,90,000",No
Toyota Etios Liva G,Toyota,2011,75152,Petrol,Individual,Manual,1,"5,56,000","2,50,000",No
Toyota Etios Liva GD,Toyota,2012,69542,Diesel,Individual,Manual,1,"6,96,000","3,40,000",No
Toyota Etios Liva VX,Toyota,2012,79242,Petrol,Individual,Manual,1,"7,46,000","4,10,000",No
Toyota Etios Liva G,Toyota,2012,95161,Petrol,Individual,Manual,1,"5,56,000","2,60,000",No
Toyota Etios Liva GD,Toyota,2013,75852,Diesel,Individual,Manual,1,"6,96,000","3,50,000",No
Toyota Etios Liva VX,Toyota,2013,80000,Petrol,Individual,Manual,1,"7,46,000","4,20,000",No
Toyota Etios Liva G,Toyota,2013,96244,Petrol,Individual,Manual,1,"5,56,000","2,70,000",No
Toyota Etios Liva GD,Toyota,2014,65455,Diesel,Individual,Manual,1,"7,20,000","3,20,000",No
Toyota Etios Liva G SP,Toyota,2014,50131,Diesel,Individual,Manual,1,"7,57,000","3,30,000",No
Toyota Etios Liva GD,Toyota,2015,89000,Diesel,Individual,Manual,1,"8,00,000","3,80,000",No
Toyota Etios Liva VD,Toyota,2015,70155,Diesel,Individual,Manual,1,"8,29,000","4,00,000",No
Toyota Etios Liva VX,Toyota,2015,86405,Petrol,Individual,Manual,1,"7,29,000","3,50,000",No
Toyota Etios Liva GD,Toyota,2016,75002,Diesel,Individual,Manual,1,"8,00,000","3,90,000",No
Toyota Etios Liva VD,Toyota,2016,65452,Diesel,Individual,Manual,1,"8,29,000","4,10,000",No
Toyota Etios Liva VX,Toyota,2016,98054,Petrol,Individual,Manual,1,"7,29,000","3,60,000",No
Toyota Etios Liva G,Toyota,2017,82102,Petrol,Individual,Manual,1,"5,56,000","2,80,000",No
Toyota Etios Liva GD,Toyota,2017,79021,Diesel,Individual,Manual,1,"8,00,000","4,00,000",No
Toyota Etios Liva GD,Toyota,2018,89000,Diesel,Individual,Manual,1,"6,96,000","4,10,00",Yes
Toyota Etios Liva VX,Toyota,2018,85640,Petrol,Individual,Manual,1,"7,64,000","3,80,000",Yes
Toyota Etios Liva G,Toyota,2018,75152,Petrol,Individual,Manual,1,"5,56,000","3,00,000",Yes
Toyota Etios Liva GXD,Toyota,2019,45021,Diesel,Individual,Manual,1,"8,39,000","5,50,000",Yes
Toyota Etios Liva GX,Toyota,2019,36000,Petrol,Individual,Manual,1,"6,85,000","3,50,000",Yes
Toyota Etios Liva VX,Toyota,2019,50001,Petrol,Individual,Manual,1,"7,64,000","3,70,000",Yes
Toyota Etios Liva VXD,Toyota,2019,29154,Diesel,Individual,Manual,1,"8,97,000","5,70,000",Yes
Toyota Etios Liva GXD,Toyota,2020,24000,Diesel,Individual,Manual,1,"8,39,000","5,70,000",Yes
Toyota Etios Liva GX,Toyota,2020,18000,Petrol,Individual,Manual,1,"6,85,000","3,70,000",Yes
Toyota Etios Liva VX,Toyota,2020,26897,Petrol,Individual,Manual,1,"7,64,000","3,90,000",Yes
Toyota Etios Liva VXD,Toyota,2020,15387,Diesel,Individual,Manual,1,"8,97,000","5,90,000",Yes
Toyota Innova GX 7STR,Toyota,2010,98724,Diesel,Individual,Manual,1,"13,09,000","5,00,000",No
Toyota Innova GX 8STR,Toyota,2010,120365,Diesel,Individual,Manual,1,"13,14,000","5,30,000",No
Toyota Innova VX 7STR,Toyota,2010,99875,Diesel,Individual,Manual,1,"15,32,000","6,00,000",No
Toyata Innova VX 8STR,Toyota,2010,152153,Diesel,Individual,Manual,1,"15,36,000","6,20,000",No
Toyata Innova EV PS,Toyota,2010,95874,Diesel,Individual,Manual,2,"10,91,000","4,50,000",No
Toyota Innova GX 7STR,Toyota,2011,75000,Diesel,Individual,Manual,1,"13,09,000","5,50,000",No
Toyota Innova GX 8STR,Toyota,2011,99544,Diesel,Individual,Manual,1,"13,14,000","5,45,000",No
Toyota Innova VX 7STR,Toyota,2011,105195,Diesel,Individual,Manual,1,"15,32,000","6,20,000",No
Toyota Innova VX 8STR,Toyota,2011,128495,Diesel,Individual,Manual,1,"15,36,000","6,40,000",No
Toyota Innova EV PS,Toyota,2011,109365,Diesel,Individual,Manual,2,"10,91,000","5,00,000",No
Toyota Innova GX 7STR,Toyota,2012,100000,Diesel,Individual,Manual,1,"13,09,000","5,60,000",No
Toyota Innova GX 8STR,Toyota,2012,96231,Diesel,Individual,Manual,1,"13,14,000","5,50,000",No
Toyota Innova VX 7STR,Toyota,2012,90258,Diesel,Individual,Manual,1,"15,32,000","6,30,000",No
Toyota Innova VX 8STR,Toyota,2012,85462,Diesel,Individual,Manual,1,"15,36,000","6,50,000",No
Toyota Innova EV PS 7STR,Toyota,2012,56244,Diesel,Individual,Manual,2,"10,91,000","5,20,000",No
Toyota Innova G 7STR ,Toyota,2013,125044,Diesel,Individual,Manual,1,"15,24,000","7,00,000",No
Toyota Innova GX 7STR,Toyota,2013,136948,Diesel,Individual,Manual,2,"15,30,000","7,10,000",No
Toyota Innova GX 8STR,Toyota,2013,127856,Diesel,Individual,Manual,2,"15,94,000","7,70,000",No
Toyota Innova GX 8STR,Toyota,2013,132597,Diesel,Individual,Manual,2,"16,00,000","7,80,000",No
Toyota Innova VX 7STR,Toyota,2013,102368,Diesel,Individual,Manual,2,"18,44,000","8,00,000",No
Toyota Innova VX 8STR,Toyota,2013,250369,Diesel,Individual,Manual,2,"18,94,000","8,10,000",No
Toyota Innova EV PS 7STR,Toyota,2013,150541,Diesel,Individual,Manual,2,"12,27,000","6,50,100",No
Toyota Innova G 7STR ,Toyota,2014,120365,Diesel,Individual,Manual,1,"15,24,000","7,20,000",No
Toyota Innova GX 7STR,Toyota,2014,99875,Diesel,Individual,Manual,2,"15,30,000","7,40,000",No
Toyota Innova GX 8STR,Toyota,2014,152153,Diesel,Individual,Manual,2,"15,94,000","7,90,000",No
Toyota Innova GX 8STR,Toyota,2014,95874,Diesel,Individual,Manual,2,"16,00,000","7,80,000",No
Toyota Innova VX 7STR,Toyota,2014,75000,Diesel,Individual,Manual,2,"18,44,000","8,10,000",No
Toyota Innova VX 8STR,Toyota,2014,99544,Diesel,Individual,Manual,2,"18,94,000","8,20,000",No
Toyota Innova EV PS 7STR,Toyota,2014,105195,Diesel,Individual,Manual,2,"12,27,000","6,80,000",No
Toyota Innova ZX,Toyota,2015,85647,Diesel,Individual,Manual,2,"20,19,000","12,00,000",No
Toyota Innova G 7STR ,Toyota,2015,75894,Diesel,Individual,Manual,2,"16,22,000","8,00,000",No
Toyota Innova GX 7STR,Toyota,2015,123588,Diesel,Individual,Manual,2,"16,80,000","9,40,000",No
Toyota Innova GX 8STR,Toyota,2015,102354,Diesel,Individual,Manual,2,"15,85,000","9,50,000",No
Toyota Innova VX 7STR,Toyota,2015,256987,Diesel,Individual,Manual,2,"19,38,000","8,40,000",No
Toyota Innova VX 8STR,Toyota,2015,102458,Diesel,Individual,Manual,2,"19,43,000","8,40,000",No
Toyota Innova G 8STR ,Toyota,2016,99523,Diesel,Individual,Manual,2,"15,84,000","7,90,000",No
Toyota Innova Crysta GX 7STR,Toyota,2016,110255,Diesel,Individual,Manual,1,"19,68,000","12,90,000",Yes
Toyota Innova Crysta GX 7STR,Toyota,2016,109785,Diesel,Individual,Automatic,1,"22,55,000","14,50,000",Yes
Toyota Innova ZX 8STR,Toyota,2016,115245,Diesel,Individual,Manual,1,"25,00,000","16,80,000",No
Toyota Innova ZX 8STR,Toyota,2016,108965,Diesel,Individual,Automatic,1,"26,85,000","17,00,000",No
Toyota Innova GX 8STR,Toyota,2016,150256,Diesel,Individual,Automatic,1,"22,47,000","15,00,000",No
Toyota Innova G 8STR ,Toyota,2016,145264,Diesel,Individual,Manual,2,"13,54,000","9,25,000",No
Toyota Innova G 8STR ,Toyota,2016,120000,Diesel,Dealer,Manual,2,"13,54,000","9,30,000",Yes
Toyota Innova Crysta ZX 7STR,Toyota,2016,200000,Diesel,Individual,Automatic,1,"22,58,000","16,00,000",No
Toyota Innova Crysta ZX 7STR,Toyota,2016,198764,Diesel,Individual,Manual,1,"22,44,000","15,00,000",No
Toyota Innova Crysta ZX 7STR,Toyota,2016,150000,Diesel,Dealer,Manual,1,"22,44,000","15,50,000",Yes
Toyota Innova Crysta VX 7STR,Toyota,2016,145289,Diesel,Individual,Manual,1,"20,90,000","14,90,000",No
Toyota Innova Crysta VX 8STR,Toyota,2016,156923,Diesel,Individual,Manual,1,"20,95,000","14,95,000",No
Toyota Innova Crysta GX 8STR,Toyota,2016,145620,Diesel,Individual,Automatic,1,"18,84,000","14,80,000",No
Toyota Innova Crysta GX 8STR,Toyota,2016,100000,Diesel,Individual,Manual,1,"17,53,000","14,50,000",No
Toyota Innova Crysta GX 7STR,Toyota,2016,125698,Diesel,Individual,Manual,1,"17,48,000","14,55,000",No
Toyota Innova G 8STR ,Toyota,2016,156258,Diesel,Individual,Manual,1,"16,50,000","12,00,000",No
Toyota Innova G 7STR ,Toyota,2016,125879,Diesel,Individual,Manual,1,"13,71,000","11,00,000",No
Toyota Innova Crysta ZX 7STR,Toyota,2017,145632,Diesel,Individual,Automatic,1,"22,58,000","17,50,000",No
Toyota Innova Crysta ZX 7STR,Toyota,2017,189756,Diesel,Individual,Manual,1,"22,44,000","16,50,000",No
Toyota Innova Crysta ZX 7STR,Toyota,2017,156230,Diesel,Dealer,Manual,1,"22,44,000","16,00,000",Yes
Toyota Innova Crysta VX 7STR,Toyota,2017,198726,Diesel,Individual,Manual,1,"20,90,000","16,50,000",No
Toyota Innova Crysta VX 8STR,Toyota,2017,120000,Diesel,Individual,Manual,1,"20,95,000","17,00,000",No
Toyota Innova Crysta GX 8STR,Toyota,2017,150000,Diesel,Individual,Automatic,1,"18,84,000","16,50,000",No
Toyota Innova Crysta GX 8STR,Toyota,2017,165897,Diesel,Individual,Manual,1,"17,53,000","16,00,000",No
Toyota Innova Crysta GX 7STR,Toyota,2017,146369,Diesel,Individual,Manual,1,"17,48,000","16,30,000",No
Toyota Innova G 8STR ,Toyota,2017,152369,Diesel,Individual,Manual,1,"16,50,000","13,00,000",No
Toyota Innova G 7STR ,Toyota,2017,158978,Diesel,Individual,Manual,1,"13,71,000","12,50,000",No
Toyota Innova Crysta ZX 7STR,Toyota,2018,110000,Diesel,Individual,Automatic,1,"22,58,000","18,50,000",Yes
Toyota Innova Crysta ZX 7STR,Toyota,2018,120000,Diesel,Individual,Manual,1,"22,44,000","17,00,000",Yes
Toyota Innova Crysta ZX 7STR,Toyota,2018,132000,Diesel,Dealer,Manual,1,"22,44,000","16,80,000",Yes
Toyota Innova Crysta VX 7STR,Toyota,2018,145000,Diesel,Individual,Manual,1,"20,90,000","16,50,000",Yes
Toyota Innova Crysta VX 8STR,Toyota,2018,156000,Diesel,Individual,Manual,1,"20,95,000","17,00,000",Yes
Toyota Innova Crysta GX 8STR,Toyota,2018,121400,Diesel,Individual,Automatic,1,"18,84,000","16,70,000",Yes
Toyota Innova Crysta GX 8STR,Toyota,2018,135555,Diesel,Individual,Manual,1,"17,53,000","16,20,000",Yes
Toyota Innova Crysta GX 7STR,Toyota,2018,105000,Diesel,Individual,Manual,1,"17,48,000","16,50,000",Yes
Toyota Innova G 8STR ,Toyota,2018,112036,Diesel,Individual,Manual,1,"16,50,000","13,50,000",Yes
Toyota Innova G 7STR ,Toyota,2018,169875,Diesel,Individual,Manual,1,"13,71,000","13,00,000",Yes
Toyota Innova Crysta ZX 7STR,Toyota,2019,95000,Diesel,Individual,Automatic,1,"23,58,000","19,00,000",Yes
Toyota Innova Crysta ZX 7STR,Toyota,2019,99856,Diesel,Individual,Manual,1,"23,44,000","18,20,000",Yes
Toyota Innova Crysta ZX 7STR,Toyota,2019,10000,Diesel,Dealer,Manual,1,"23,44,000","18,30,000",Yes
Toyota Innova Crysta VX 7STR,Toyota,2019,115000,Diesel,Individual,Manual,1,"21,90,00","18,00,000",Yes
Toyota Innova Crysta VX 8STR,Toyota,2019,93658,Diesel,Individual,Manual,1,"21,95,000","18,20,000",Yes
Toyota Innova Crysta GX 8STR,Toyota,2019,86369,Diesel,Individual,Automatic,1,"19,84,000","17,50,000",Yes
Toyota Innova Crysta GX 8STR,Toyota,2019,78962,Diesel,Individual,Manual,1,"18,53,000","17,00,000",Yes
Toyota Innova Crysta GX 7STR,Toyota,2019,102369,Diesel,Individual,Manual,1,"18,48,000","16,50,000",Yes
Toyota Innova G 8STR ,Toyota,2019,65892,Diesel,Individual,Manual,1,"17,50,000","14,00,000",Yes
Toyota Innova G 7STR ,Toyota,2019,70000,Diesel,Individual,Manual,1,"14,71,000","13,50,000",Yes
Toyota Innova Crysta ZX 7STR,Toyota,2020,65000,Diesel,Individual,Manual,1,"29,51,000","25,00,000",Yes
Toyota Innova Crysta ZX 7STR,Toyota,2020,60000,Diesel,Individual,Automatic,1,"30,93,000","26,00,000",Yes
Toyota Innova Crysta VX 7STR,Toyota,2020,61000,Diesel,Individual,Manual,1,"27,57,000","24,00,000",Yes
Toyota Innova Crysta VX 8STR,Toyota,2020,72000,Diesel,Individual,Manual,1,"27,63,000","24,05,000",Yes
Toyota Innova Crysta GX 7STR,Toyota,2020,50000,Diesel,Individual,Manual,1,"23,83,000","22,00,000",Yes
Toyota Innova Crysta GX 8STR,Toyota,2020,45000,Diesel,Individual,Manual,1,"23,89,000","22,05,000",Yes
Toyota Innova G 7STR ,Toyota,2020,52000,Diesel,Individual,Manual,1,"23,69,000","21,50,000",Yes
Toyota Innova G 8STR ,Toyota,2020,51000,Diesel,Individual,Manual,1,"23,75,000","21,55,000",Yes
Toyota Innova Crysta ZX 7STR,Toyota,2021,35264,Diesel,Individual,Manual,1,"29,51,000","25,00,000",Yes
Toyota Innova Crysta ZX 7STR,Toyota,2021,30000,Diesel,Individual,Automatic,1,"30,93,000","26,50,000",Yes
Toyota Innova Crysta VX 7STR,Toyota,2021,25648,Diesel,Individual,Manual,1,"27,57,000","24,50,000",Yes
Toyota Innova Crysta VX 8STR,Toyota,2021,20235,Diesel,Individual,Manual,1,"27,63,000","24,10,000",Yes
Toyota Innova Crysta GX 7STR,Toyota,2021,29658,Diesel,Individual,Manual,1,"23,83,000","22,50,000",Yes
Toyota Innova Crysta GX 8STR,Toyota,2021,32000,Diesel,Individual,Manual,1,"23,89,000","22,30,000",Yes
Toyota Innova G 7STR ,Toyota,2021,28000,Diesel,Individual,Manual,1,"23,69,000","22,00,000",Yes
Toyota Innova G 8STR ,Toyota,2021,18500,Diesel,Individual,Manual,1,"23,75,000","21,60,000",Yes
Toyota Innova Crysta Touirng Sport,Toyota,2019,35000,Diesel,Individual,Manual,1,"29,49,000","26,50,000",Yes
Toyota Innova Crysta Touirng Sport,Toyota,2020,35610,Diesel,Individual,Manual,1,"29,49,000","26,70,000",Yes
Toyota Glanza G,Toyota,2019,25600,Petrol,Individual,Manual,1,"9,80,000","8,50,000",Yes
Toyota Glanza G,Toyota,2019,15359,Petrol,Individual,Automatic,1,"10,30,000","9,00,000",Yes
Toyota Glanza V,Toyota,2019,5600,Petrol,Individual,Manual,1,"11,00,000","9,10,000",Yes
Toyota Glanza V,Toyota,2019,9856,Petrol,Individual,Automatic,1,"11,20,000","10,00,000",Yes
Toyota Glanza G,Toyota,2020,21000,Petrol,Individual,Manual,1,"9,80,000","8,60,000",Yes
Toyota Glanza G,Toyota,2020,10000,Petrol,Individual,Automatic,1,"10,30,000","9,10,000",Yes
Toyota Glanza V,Toyota,2020,9752,Petrol,Individual,Manual,1,"11,00,000","9,30,000",Yes
Toyota Glanza V,Toyota,2020,8500,Petrol,Individual,Automatic,1,"11,20,000","10,10,000",Yes
Toyota Glanza G,Toyota,2021,15936,Petrol,Individual,Manual,1,"9,80,000","8,90,000",Yes
Toyota Glanza G,Toyota,2021,9000,Petrol,Individual,Automatic,1,"10,30,000","9,40,000",Yes
Toyota Glanza V,Toyota,2021,20036,Petrol,Individual,Manual,1,"11,00,000","9,60,000",Yes
Toyota Glanza V,Toyota,2021,21000,Petrol,Individual,Automatic,1,"11,20,000","10,30,000",Yes
Toyota Urban Cruiser High,Toyota,2020,15000,Petrol,Individual,Manual,1,"11,43,000","9,70,000",Yes
Toyota Urban Cruiser High,Toyota,2020,9562,Petrol,Individual,Automatic,1,"13,21,000","10,50,000",Yes
Toyota Urban Cruiser Premium,Toyota,2020,15305,Petrol,Individual,Manual,1,"11,69,000","10,60,000",Yes
Toyota Urban Cruiser Premium,Toyota,2020,18905,Petrol,Individual,Manual,1,"14,04,000","13,00,000",Yes
Toyota Urban Cruiser Mid,Toyota,2020,12000,Petrol,Individual,Automatic,1,"12,17,000","11,00,000",Yes
Toyota Urban Cruiser High,Toyota,2021,2560,Petrol,Individual,Manual,1,"11,43,000","9,90,000",Yes
Toyota Urban Cruiser High,Toyota,2021,5000,Petrol,Individual,Automatic,1,"13,21,000","10,60,000",Yes
Toyota Urban Cruiser Premium,Toyota,2021,9000,Petrol,Individual,Manual,1,"11,69,000","10,90,000",Yes
Toyota Urban Cruiser Premium,Toyota,2021,10000,Petrol,Individual,Manual,1,"14,04,000","13,50,000",Yes
Toyota Urban Cruiser Mid,Toyota,2021,14000,Petrol,Individual,Automatic,1,"12,17,000","11,90,000",Yes
Toyota Fortuner 3.0,Toyota,2010,146520,Diesel,Individual,Manual,1,"24,60,000","9,50,000",No
Toyota Fortuner 3.0 LTD,Toyota,2010,152000,Diesel,Individual,Manual,1,"24,50,000","9,60,000",No
Toyota Fortuner 3.0,Toyota,2010,130000,Diesel,Dealer,Manual,1,"24,60,000","9,55,000",No
Toyota Fortuner 3.0,Toyota,2011,110258,Diesel,Individual,Manual,1,"24,60,000","10,00,000",No
Toyota Fortuner 3.0 4X4 LTD,Toyota,2011,180364,Diesel,Individual,Automatic,1,"24,50,000","9,80,000",No
Toyota Fortuner 3.0 4X4 ,Toyota,2011,132148,Diesel,Dealer,Automatic,1,"24,60,000","10,05,000",No
Toyota Fortuner 3.0 4X4 ,Toyota,2012,154892,Diesel,Individual,Automatic,1,"33,67,000","12,00,000",No
Toyota Fortuner 2.5 4X2 Sportvio,Toyota,2012,123650,Diesel,Individual,Manual,1,"30,52,000","10,70,000",No
Toyota Fortuner 2.5 4X4 Sportvio,Toyota,2012,120000,Diesel,Individual,Automatic,1,"31,70,000","10,80,000",No
Toyota Fofrtuner 3.0 4X2,Toyota,2012,145000,Diesel,Individual,Manual,1,"30,32,000","11,00,000",No
Toyota Fofrtuner 3.0 4X2,Toyota,2012,165984,Diesel,Individual,Automatic,1,"31,49,000","11,30,000",No
Toyota Fofrtuner 3.0 4X2,Toyota,2013,198563,Diesel,Individual,Manual,1,"30,32,000","12,00,000",No
Toyota Fofrtuner 3.0 4X2,Toyota,2013,156952,Diesel,Individual,Automatic,1,"31,49,000","12,20,000",No
Toyota Fortuner 3.0 4X4 ,Toyota,2013,150000,Diesel,Individual,Automatic,1,"33,67,000","13,00,000",No
Toyota Fortuner 3.0 4X4 ,Toyota,2013,145892,Diesel,Individual,Manual,1,"32,50,000","12,50,000",No
Toyota Fortuner 3.0 4X4 Limited Edition,Toyota,2013,165000,Diesel,Individual,Automatic,1,"29,07,000","11,00,000",No
Toyota Fortuner 3.0 4X2,Toyota,2014,133000,Diesel,Individual,Manual,1,"30,32,000","13,00,000",No
Toyota Fortuner 3.0 4X2,Toyota,2014,145000,Diesel,Individual,Automatic,1,"31,49,000","13,40,000",No
Toyota Fortuner 3.0 4X4 ,Toyota,2014,180000,Diesel,Individual,Manual,1,"32,50,000","13,20,000",No
Toyota Fortuner 3.0 4X4,Toyota,2014,200000,Diesel,Individual,Automatic,1,"33,67,000","13,50,000",No
Toyota Fortuner 2.5 4X4 Sportvio,Toyota,2014,154652,Diesel,Individual,Automatic,1,"31,70,000","13,45,000",No
Toyota Fortuner 3.0 4X2,Toyota,2015,189000,Diesel,Individual,Manual,1,"30,32,000","15,00,000",No
Toyota Fortuner 3.0 4X2,Toyota,2015,175000,Diesel,Individual,Automatic,1,"31,49,000","15,60,000",No
Toyota Fortuner 3.0 4X4 ,Toyota,2015,165000,Diesel,Individual,Manual,1,"32,50,000","15,90,000",No
Toyota Fortuner 3.0 4X4,Toyota,2015,146000,Diesel,Individual,Automatic,1,"33,67,000","16,30,000",No
Toyota Fortuner 2.5 4X4 Sportvio,Toyota,2015,134000,Diesel,Individual,Automatic,1,"31,70,000","13,60,000",No
Toyota Fortuner 2.8 4X2,Toyota,2016,159102,Diesel,Individual,Manual,1,"36,24,000","18,00,000",No
Toyota Fortuner 2.8 4X2,Toyota,2016,160000,Diesel,Individual,Automatic,1,"38,43,000","18,25,000",No
Toyota Fortuner 2.8 4X4 ,Toyota,2016,140666,Diesel,Individual,Manual,1,"39,10,000","18,60,000",No
Toyota Fortuner 2.8 4X4,Toyota,2016,132056,Diesel,Individual,Automatic,1,"40,67,000","19,00,000",No
Toyota Fortuner TRD,Toyota,2016,100000,Diesel,Individual,Automatic,1,"41,88,000","18,56,000",No
Toyota Fortuner 2.8 4X2,Toyota,2017,158526,Diesel,Individual,Manual,1,"36,24,000","20,00,000",No
Toyota Fortuner 2.8 4X2,Toyota,2017,140000,Diesel,Individual,Automatic,1,"38,43,000","20,50,000",No
Toyota Fortuner 2.8 4X4 ,Toyota,2017,123000,Diesel,Individual,Manual,1,"39,10,000","20,80,000",No
Toyota Fortuner 2.8 4X4,Toyota,2017,115000,Diesel,Individual,Automatic,1,"40,67,000","21,00,000",No
Toyota Fortuner TRD,Toyota,2017,100000,Diesel,Individual,Automatic,1,"41,88,000","21,20,000",No
Toyota Fortuner 2.8 4X2,Toyota,2018,150000,Diesel,Individual,Automatic,1,"38,43,000","27,00,000",Yes
Toyota Fortuner 2.8 4X4 ,Toyota,2018,125000,Diesel,Individual,Manual,1,"39,10,000","27,50,000",Yes
Toyota Fortuner 2.8 4X4,Toyota,2018,135000,Diesel,Individual,Automatic,1,"40,67,000","27,90,000",Yes
Toyota Fortuner TRD,Toyota,2018,110000,Diesel,Individual,Automatic,1,"41,88,000","30,00,000",Yes
Toyota Fortuner 2.8 4X2,Toyota,2018,120000,Diesel,Individual,Manual,1,"38,43,000","26,80,000",Yes
Toyota Fortuner 2.8 4X2,Toyota,2019,95000,Diesel,Individual,Manual,1,"36,24,000","33,00,000",Yes
Toyota Fortuner 2.8 4X2,Toyota,2019,96351,Diesel,Individual,Automatic,1,"38,43,000","33,50,000",Yes
Toyota Fortuner 2.8 4X4 ,Toyota,2019,120564,Diesel,Individual,Manual,1,"39,10,000","34,00,000",Yes
